condo_id,creation_date,first_creator,second_creator,deleted
afadcabd609c7b455a3b2c1334559804,2019-04-27 20:51:56,252349e7269c84b004a953b61b20ce3f,5b64a30b5ba4010ce6efcf67,False
69e9119bc7fd0af285f13b962b001c3b,2019-04-28 00:42:09,36de483cbc4dcf4fbc73b2a28e313552,582ca019c498ef0432fc9c8b,False
15889a7b3952186e36c36943fbe0ff9e,2019-04-28 14:56:11,caa802bf780eb46837c14b61535a28a5,55c4a94be4b05ab400173319,True
b13ae41b79573d821bb779c108abc2e6,2019-04-28 18:11:12,cf1a8ba9e5782624122cbe711ce21d2d,56c8569245a0fc0446c4e5a1,False
5480bb01f72bc35c2b3784a3903c6765,2019-04-28 23:54:41,2c45ac331810cf2a68c4dd55cd5d5dce,5ca239e602b6860ceedfa794,False
b13ae41b79573d821bb779c108abc2e6,2019-04-29 13:46:02,3f0114f3bb5a70899ed243a170b613f5,56fd91181f676a04431421ef,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-09 02:45:22,5a6f5bf15a582d1be87aa635ffa7fe9e,5a5ddd55be7f310c06a26f49,False
88b21ffce5dfedcdd2153174c926a023,2019-04-09 12:10:08,90916cd81ccf8309a445d82d58af21ac,5c1245fb3695000d68576f68,False
651a1efe4fbbbee830bc01b5539f724b,2019-04-29 21:21:34,2e09c484e04e9b16efda905ae30e961a,595fed02f45f580c912a11e8,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-29 22:22:18,c050c3753f6f6856f534c7c70cdbe084,5bd704d0c974e00db8fdfec2,False
b13ae41b79573d821bb779c108abc2e6,2019-04-29 23:47:18,bf74efeef2489c40de0ef4b1eeb50fbd,5cc333e10005810d3cadcef4,False
97fc441b703a52cc6da8ecd8deefc968,2019-04-30 02:03:57,8b6a0769f58c72709a43630254efb4bc,5b2d599d352a800c78f17f15,False
2a8dcceb4ef5796fb6a4d94a73873ef4,2019-04-30 16:00:24,446d6355e1824038383f7a1e4b6d242a,5ac38da7d4b3a30c7b566ab4,False
5a60b3f8a87c70eb1e0ef6c4f8648018,2019-04-30 19:37:02,c2126323f58c0f0261a0038a8ffa01f2,55d3a237e4b0ce8c0d947d5b,False
5480bb01f72bc35c2b3784a3903c6765,2019-04-30 20:21:53,4eac175282257dcc26be31ffe414b062,5b298963461d420bed8b7b89,False
5480bb01f72bc35c2b3784a3903c6765,2019-05-01 00:29:45,b156f3a8b2f0466f9a080dc6c577eff2,5b800e27d7141f0cbe2b4529,False
f7a3819707dac65f05306cbb141f949e,2019-05-01 21:53:14,a6531f22514aa15b3817a3ddf2dab2ee,568fe9e7cacd64043ffe87bb,False
f7a3819707dac65f05306cbb141f949e,2019-05-02 11:29:22,b1617a98224a9130ee9a4812705e8439,568fe9efcacd64043ffe8968,False
b13ae41b79573d821bb779c108abc2e6,2019-05-02 16:56:47,5308787b8c6d69b5e9e96737d0ca9ef0,5c1101a53695000d6856d335,False
b13ae41b79573d821bb779c108abc2e6,2019-05-02 17:03:17,52fa8de3466af767589515bea28b3cc1,56daeedc27683d03d8fa8a7e,False
5a60b3f8a87c70eb1e0ef6c4f8648018,2019-04-09 13:44:08,c88dcbfba920ea41286d9492f460038b,5a8c26e667ff7f0c9a5f6ed3,False
35f99e407a2d3050710e10a79087f644,2019-04-09 22:02:54,bccd15c02563416e7e798a422e5fcdf4,5b89880ccd85eb0ce5e0021d,False
4edd506d8aa8bebcf364fd99f192d926,2019-04-10 09:32:32,f8856edee4d541f2d9a95808fbabdfa6,58c6d230d3958b04230d9d3b,True
afadcabd609c7b455a3b2c1334559804,2019-04-10 16:27:43,8e41fad07caa9d7742b069410b42ad28,56e842405d83110443e04371,False
88b21ffce5dfedcdd2153174c926a023,2019-04-10 19:32:50,3ae6458754e63c5bdf6b306591567e75,56df2ebe7cf0bf04470fefe1,False
88b21ffce5dfedcdd2153174c926a023,2019-04-10 21:10:05,46685b795f32c40af38c9e10ea4b9104,5c542ec8d831434e1abb6766,False
b13ae41b79573d821bb779c108abc2e6,2019-04-11 00:56:22,05ad006310cb4bc89b5198b4ea42ce1c,5c5b3d53a362365912c49f5b,False
afadcabd609c7b455a3b2c1334559804,2019-04-11 02:13:42,7dcbbac5b3874b340639748a67ebc9f6,58e29f8fc9444c0c65da54e2,False
b13ae41b79573d821bb779c108abc2e6,2019-04-11 13:59:52,bd45295ee81d8f693a1b9838fa257e53,5c8023157ea1d90d246b1e29,False
b13ae41b79573d821bb779c108abc2e6,2019-04-11 16:12:40,02cbfff39cd9e2697caafe26db484d23,56c8569545a0fc0446c4e636,False
860173ec3479cc1e45fb5a7cd307b0c7,2019-05-03 17:35:14,5addffcb14fb70e244ad597bbe2c002c,5a09d2f8ac72570c174b0126,False
2ef329b83eb210c0046832ca56c060da,2019-05-04 00:08:35,0887f766fa14f8e85ec1557b57d38220,530e349ee4b03afffc487ab1,False
b13ae41b79573d821bb779c108abc2e6,2019-05-04 13:16:53,6fa610951232e47a13efdf78b855d6c5,5853ea73f4a34f041f506689,False
5480bb01f72bc35c2b3784a3903c6765,2019-05-04 13:36:15,6a1bd6da3be4933ecb6e1df2076f7d6b,5b3d148ca7797a0bf9df54a7,False
f7a3819707dac65f05306cbb141f949e,2019-05-04 15:08:23,a2f2dade8a6bc0e09f276503da5d6bd9,5aad29afccf0f70bedee84a0,False
ced85db729b264ef84939cd8a9a32ffb,2019-05-04 15:26:28,33d1e8d772eba1a98c779acd1f150176,5b1731f94c14d00c91fb1562,False
88b21ffce5dfedcdd2153174c926a023,2019-05-04 17:38:15,eae414ff73db9fd009afc2d895fb4c14,5b7ef9c43832980cdd744940,False
34bbe34a16e67bd6dcbe666a7b16ea9c,2019-05-04 19:50:58,aad763c16c2af51c3f9cfeca9c54e53f,54886474e4b057e32dc494da,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-09 03:04:45,3826aa886e7b4ccbf6d87d2be57d1222,57e43362070dfe041f05e73b,False
5a60b3f8a87c70eb1e0ef6c4f8648018,2019-04-09 16:22:27,c88dcbfba920ea41286d9492f460038b,5a8c26e667ff7f0c9a5f6ed3,False
ee57e2e31b5fcb20d50a93e1d669aafe,2019-04-09 19:51:34,7d121d170971ca141b6a03ce1e60a690,5ab8e1781ed27b0c1209ae3b,False
b13ae41b79573d821bb779c108abc2e6,2019-04-09 23:34:20,ea8a8569ee176e6d94570fbba9f6c7ab,56daeed827683d03d8fa8a30,False
88b21ffce5dfedcdd2153174c926a023,2019-04-10 11:13:14,ec265a1880fa8677ffba868b384c1532,5ca4c66f4e4bc80da0e63a06,False
88b21ffce5dfedcdd2153174c926a023,2019-04-10 23:21:16,bc8fa3c4008185cc2dae5aa8cf190a3b,577100246eaf260430bec1da,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-11 11:44:36,1a47562796217ee5dc511058db9e21a1,5babc24455bd550caa648c13,False
651a1efe4fbbbee830bc01b5539f724b,2019-04-11 17:13:11,a6b5140b0956b132e05fc229d943a5be,59764f0d3060f30c92cc3aad,False
e2155d3a525bb7d716f450e8bf9b906a,2019-04-12 12:53:51,a87d9ec818ef7e5d5503550883203cd3,5c518d0fd831434e1ab9a932,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-12 13:41:52,fb5df2ae10fc589a08a2eb3c1e1024ed,5c605c74d831434e1ac1e0d6,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-12 21:30:48,a19700d68da7642e4f14d4a52d639f0f,5babc24555bd550caa648ca5,False
ebcaaf2aa2c1108fbe0032da368a6ef3,2019-04-12 22:41:18,b069f2deca4c6f99d2215ff0c7708746,5c1a35056f9c650ddb67e986,False
3a3e22b7162693e31a93656b2b053141,2019-04-13 11:55:04,72df6a57e14443c73f76538c0527cb6d,5911ffb50082c30c65338ed4,False
88b21ffce5dfedcdd2153174c926a023,2019-04-13 14:53:46,c4e165606d0d87387adbad99548b1465,56df2ec97cf0bf04470ff219,False
88b21ffce5dfedcdd2153174c926a023,2019-04-13 18:10:00,436186325f0432f22d25e7e09881b9e3,574d7fdd0792e5042dbf783a,False
afadcabd609c7b455a3b2c1334559804,2019-04-13 23:08:23,edb14bd37015142efb4dbd84588f85da,57fcf4059a16ba041e83f15c,False
b13ae41b79573d821bb779c108abc2e6,2019-04-14 00:46:52,13098fb71a401544d54618cb8a861e76,5723ad7b562e920425f0aa01,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-14 14:10:32,c9fb557963f01cb7f149a64315a67f99,5925ea75feabe10c6e0ea4a9,False
f74bfdb21be03bb4d52a36a7275fb5b5,2019-04-14 18:44:32,c2ba937a78f7f80308d92bfd1e4cff7d,55841dcbe4b06b4f36cee491,False
5a60b3f8a87c70eb1e0ef6c4f8648018,2019-04-14 23:53:38,1ecd1f798d140d6b2f5acadf0478fc48,5661d074b87dd1043649e5bc,False
34bbe34a16e67bd6dcbe666a7b16ea9c,2019-04-15 14:51:03,825caea09520b6dc201dcef36b390b83,56b2b7c1e3cfac0444abd653,False
ebcaaf2aa2c1108fbe0032da368a6ef3,2019-04-15 18:30:17,539a2c16bc60de8009095ec1f668a117,5c1a35056f9c650ddb67e984,False
b13ae41b79573d821bb779c108abc2e6,2019-04-15 23:12:15,9a1d396607ef333f007de04bd5431e64,58a490d76392b00c79d1d321,False
88b21ffce5dfedcdd2153174c926a023,2019-04-16 01:23:21,9317cb1d8d01a22171e425e644cdb00c,5b8a9368cd85eb0ce5e05017,False
681d22d072f5e04c84a57cd7d075e083,2019-04-16 02:44:30,26523c9069c3f4883e26df2bfa3dee0f,567159f7b4934b0445e33725,False
b13ae41b79573d821bb779c108abc2e6,2019-04-17 16:28:29,ddafa9bd069848b04dcb31e16cb889e0,56daeea427683d03d8fa867a,False
ca77cae2abed6abb30dcc578a93f5d07,2019-04-17 19:44:51,f923015d10b3f1f141cefbb5ebe6d5b5,5817982951bd560422a6feea,False
651a1efe4fbbbee830bc01b5539f724b,2019-04-18 00:06:50,5a0d144492d597e435267bed4893f757,595fed01f45f580c912a108a,False
88b21ffce5dfedcdd2153174c926a023,2019-04-18 01:35:14,c4e165606d0d87387adbad99548b1465,56df2ec97cf0bf04470ff219,False
2a8dcceb4ef5796fb6a4d94a73873ef4,2019-04-18 14:15:26,c6b89b75d05a3fe77c1a908945051d90,57cddd75693662041ea00160,True
b13ae41b79573d821bb779c108abc2e6,2019-04-19 05:33:58,7d2cdbaad8984e0a7893c92083ac6f2d,56c8568f45a0fc0446c4e515,False
681d22d072f5e04c84a57cd7d075e083,2019-04-19 12:34:10,772dccc0b29a806ce555ac378e12e2d8,567159f6b4934b0445e336e5,False
15889a7b3952186e36c36943fbe0ff9e,2019-04-19 21:36:58,0c4c2bb8e851a646d8eae6af4778452b,5c94099f8e6d1c0dac10acae,False
681d22d072f5e04c84a57cd7d075e083,2019-04-20 00:19:15,9dd60c281b6593eae4b79426cce6aa57,568126686413680438eae84c,False
97fc441b703a52cc6da8ecd8deefc968,2019-04-21 15:34:12,52e83741ac2282fb92ab8b75c3078bdf,5ca50ac702b6860ceee1a644,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-21 20:14:17,32383ec36dca043a75aa25198440c971,593161fafeabe10c6e60c3aa,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-21 20:21:28,4f7f6c291599b1131cce0add4e51ecd0,5925ea72feabe10c6e0ea46a,False
2a4a70eff994442a7a2a535ead947efd,2019-04-21 22:10:15,995d457ef64c19af87753ba71a7e782d,5a1ee76f6647de0c7101661d,False
651a1efe4fbbbee830bc01b5539f724b,2019-04-22 01:54:14,b04688d28e391daf9cb67ae6b873272d,595fed01f45f580c912a10d2,False
0eeed7c66261c418ab629f1d2501283b,2019-04-22 15:18:23,71bffde2e083544893481566eb873c0d,53f33c6ce4b0fdfcc5083686,True
88b21ffce5dfedcdd2153174c926a023,2019-04-22 19:00:08,55dff9c28f37975a07ce764cb0e169f1,5b97bd0a7c7fc60cbe0e7c41,False
5a60b3f8a87c70eb1e0ef6c4f8648018,2019-04-22 19:32:25,e59ce596ce5c78f68c5b8333f6b63ff0,5c24a5aa25392e0d580a8b13,False
860173ec3479cc1e45fb5a7cd307b0c7,2019-04-22 22:05:21,a1c1c6a562ee766cdc296dbaa9fc5299,565c8c6ab87dd104363bac50,False
b13ae41b79573d821bb779c108abc2e6,2019-04-22 22:49:00,2e3254a1159361f6f209d6a24b930ec6,56daee9a27683d03d8fa85c7,False
651a1efe4fbbbee830bc01b5539f724b,2019-04-22 23:16:04,c3ef803c0a527d9bf32cadf968603244,5bacef4055bd550caa650d21,False
b13ae41b79573d821bb779c108abc2e6,2019-04-23 02:28:58,a7d8862d5dba82140d93d9b5e275b701,5c101a6c3695000d68567d3c,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-23 22:04:15,c050c3753f6f6856f534c7c70cdbe084,5bd704d0c974e00db8fdfec2,False
5a60b3f8a87c70eb1e0ef6c4f8648018,2019-04-23 22:44:30,3029abec3f6f0d173215fe3fcecdc199,5ab505e81ed27b0c12f049aa,False
b13ae41b79573d821bb779c108abc2e6,2019-04-24 01:43:11,79c02eb2626a39c9bdabbd00bc45ab3a,56c8569245a0fc0446c4e5a9,False
651a1efe4fbbbee830bc01b5539f724b,2019-04-24 18:15:08,c0ebe4e43fa6a179efb693627f204429,595fed02f45f580c912a1222,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-24 18:32:19,f23aafab5e25dcf5bad4fdf25af03983,5bd31a7dc974e00db8fd048c,False
651a1efe4fbbbee830bc01b5539f724b,2019-04-24 19:05:13,dd68510168a533583b7e363b0b9925c5,595fed01f45f580c912a10a0,False
0eeed7c66261c418ab629f1d2501283b,2019-04-24 22:15:58,c79a52b7cb52f84e5723d211e50cd0ac,5935c28b9afbce0c0d50768b,False
b13ae41b79573d821bb779c108abc2e6,2019-04-24 22:53:07,52fa8de3466af767589515bea28b3cc1,56daeedc27683d03d8fa8a7e,False
b13ae41b79573d821bb779c108abc2e6,2019-04-24 23:12:01,759fc67479a67507701c395324a4c354,58776ad34ff2390bf9242502,False
88b21ffce5dfedcdd2153174c926a023,2019-04-25 12:38:39,d54b3d871b8d523fba6f7ad5f2bdf86e,56df2ec17cf0bf04470ff084,False
b13ae41b79573d821bb779c108abc2e6,2019-04-26 02:57:17,0718e551d42c43bd6f6bc04ec719301e,5891d7e6fc20a30bf9262c04,False
2ef329b83eb210c0046832ca56c060da,2019-04-26 16:49:30,6d723810ff883fdd74c6f95eb854e94a,54bfa182e4b0ca2d3e364faf,False
2ef329b83eb210c0046832ca56c060da,2019-04-27 01:00:13,eeba6188f8d5497e716cf358b8e0a050,5c0badcb2557370dfa4ec632,False
b13ae41b79573d821bb779c108abc2e6,2019-04-27 14:29:59,602fce248aeb238a4a364bfb513caccd,5bb4b289ae55000cc3ff1508,False
97fc441b703a52cc6da8ecd8deefc968,2019-04-27 17:12:04,edb2c8b2c4ff3bb1c854909c079b1bad,5a37abe36647de0c71f15ec0,False
88b21ffce5dfedcdd2153174c926a023,2019-04-27 20:40:26,eae414ff73db9fd009afc2d895fb4c14,5b7ef9c43832980cdd744940,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-28 01:44:29,e6e744f7a03c6ea89123df664f3ee1f6,5babc24455bd550caa648c95,False
b13ae41b79573d821bb779c108abc2e6,2019-04-28 20:06:31,870691bcfb0f4ad3f456a01264f6b269,5c3358a825392e0d5810992b,False
afadcabd609c7b455a3b2c1334559804,2019-04-28 23:53:35,fe386af24b7837d895f95f1685dafc11,557ecf02e4b06b4f36c385bc,False
3a3e22b7162693e31a93656b2b053141,2019-04-09 02:34:25,492cb9e3ae17fee5193ef6d776197cdb,5baa62b3bc27dc0d2abdd54b,False
f7a3819707dac65f05306cbb141f949e,2019-04-09 12:21:21,542a5022635a91fa349b513f05dec0de,568fe9eccacd64043ffe88d8,False
5a60b3f8a87c70eb1e0ef6c4f8648018,2019-04-29 14:43:32,e59ce596ce5c78f68c5b8333f6b63ff0,5c24a5aa25392e0d580a8b13,False
651a1efe4fbbbee830bc01b5539f724b,2019-04-29 17:46:25,ecb9105235d438c3df570e3b76edf2df,595fed01f45f580c912a116c,False
b13ae41b79573d821bb779c108abc2e6,2019-04-30 00:45:35,426a4f8bd4eebeab831bf042a985876c,5c588cf0d831434e1abd6602,False
88b21ffce5dfedcdd2153174c926a023,2019-04-30 12:40:14,4d0f443877c095abe00a35e79f18427f,56df2ec37cf0bf04470ff0dd,False
3a3e22b7162693e31a93656b2b053141,2019-04-30 15:08:44,6d095948c4fcb5da3e11075d4e7de3e3,591f3cf91be8f60c90e4c4c0,False
88b21ffce5dfedcdd2153174c926a023,2019-04-30 19:03:23,bc8fa3c4008185cc2dae5aa8cf190a3b,577100246eaf260430bec1da,False
b13ae41b79573d821bb779c108abc2e6,2019-04-30 19:23:29,2b47dcf698c155455664d1db53af88be,59a96ec3bd19210c045fae3f,False
35f99e407a2d3050710e10a79087f644,2019-05-01 02:10:14,616237cb76a457df32a193c2810aaff0,5b89880ccd85eb0ce5e0018d,False
b13ae41b79573d821bb779c108abc2e6,2019-05-01 13:28:27,6fa610951232e47a13efdf78b855d6c5,5853ea73f4a34f041f506689,False
f7a3819707dac65f05306cbb141f949e,2019-05-01 14:09:03,6de997003ddfe78b6e804daa1591c301,568fe9eccacd64043ffe88ca,False
b13ae41b79573d821bb779c108abc2e6,2019-05-01 21:22:06,9a1d396607ef333f007de04bd5431e64,58a490d76392b00c79d1d321,False
