condo_id,creation_date,deleted
e2155d3a525bb7d716f450e8bf9b906a,2019-04-23 00:47:39,False
0eeed7c66261c418ab629f1d2501283b,2019-04-23 12:35:00,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-23 13:09:42,False
ebcaaf2aa2c1108fbe0032da368a6ef3,2019-04-23 15:31:43,False
2534a583147cbd297bd6032632295ed7,2019-04-23 17:59:06,False
4adb7c1ea3b7f9c92be2f5e2e9094fed,2019-04-23 20:07:48,False
93d2692f8a2ffdc951957d564c585b89,2019-04-24 12:03:45,False
5a60b3f8a87c70eb1e0ef6c4f8648018,2019-04-24 18:09:57,False
ee57e2e31b5fcb20d50a93e1d669aafe,2019-04-24 18:53:30,False
ca77cae2abed6abb30dcc578a93f5d07,2019-04-24 19:27:53,False
0532cb1ce885e88c759d0bd81ed1ee1f,2019-04-24 20:15:26,False
9fb7ccac4996b8d8d84291fbd9304d4e,2019-04-25 11:34:15,False
d30ff6388978d591a8b25be230954e9c,2019-04-25 11:54:16,False
f7a3819707dac65f05306cbb141f949e,2019-04-25 15:30:09,False
f7a3819707dac65f05306cbb141f949e,2019-04-25 16:15:42,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-25 19:08:04,False
71db9270b095c66bbcb144dc3f270ab3,2019-04-25 19:41:13,False
6edc6429153c6ce87c6319dc929f0adc,2019-04-26 13:24:37,False
e27382bab6f53fefda46e6d77c3b9a1d,2019-04-26 14:32:17,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-26 15:08:08,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-26 16:36:44,False
f108fa4bbeac47375b02a1d77a86bded,2019-04-26 16:51:05,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-26 17:25:55,False
e27382bab6f53fefda46e6d77c3b9a1d,2019-04-26 20:37:55,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-26 23:22:52,False
97fc441b703a52cc6da8ecd8deefc968,2019-04-27 13:09:58,False
063036138dbf1b9d754ed9095eca5f82,2019-04-27 16:05:26,False
ebcaaf2aa2c1108fbe0032da368a6ef3,2019-04-29 00:35:22,False
35f99e407a2d3050710e10a79087f644,2019-04-29 12:03:11,False
0eeed7c66261c418ab629f1d2501283b,2019-04-29 12:19:14,False
f108fa4bbeac47375b02a1d77a86bded,2019-04-29 18:41:23,False
918765aa5eb0192bf0d6acd49fac0f73,2019-04-29 19:55:20,False
3e00766e05feb88aa3de3876b6d6e620,2019-04-29 22:32:46,False
5480bb01f72bc35c2b3784a3903c6765,2019-04-30 14:29:56,False
063036138dbf1b9d754ed9095eca5f82,2019-04-30 17:19:04,False
afadcabd609c7b455a3b2c1334559804,2019-04-30 19:59:20,False
e27382bab6f53fefda46e6d77c3b9a1d,2019-04-30 21:04:44,False
69e9119bc7fd0af285f13b962b001c3b,2019-05-01 17:55:51,False
2534a583147cbd297bd6032632295ed7,2019-05-01 21:37:09,False
751271fe2e4cc389ec3e520b26e271f1,2019-05-02 12:58:09,False
f7a3819707dac65f05306cbb141f949e,2019-05-02 13:43:47,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-02 14:38:51,False
f7a3819707dac65f05306cbb141f949e,2019-05-02 16:06:18,False
0532cb1ce885e88c759d0bd81ed1ee1f,2019-05-02 19:56:57,False
eeb0b9848fccfbb692f96c67248b8b8c,2019-05-03 13:21:17,False
918765aa5eb0192bf0d6acd49fac0f73,2019-05-03 17:10:37,False
2616391acee164c96bbda678b8c531ed,2019-05-03 17:26:09,False
0eeed7c66261c418ab629f1d2501283b,2019-04-09 11:32:45,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-09 12:08:59,False
88b21ffce5dfedcdd2153174c926a023,2019-04-09 14:13:33,False
93d2692f8a2ffdc951957d564c585b89,2019-04-09 16:33:58,False
f9d9287190d84ae6828d675dd7274506,2019-04-09 20:22:50,False
f9d9287190d84ae6828d675dd7274506,2019-04-09 20:27:15,True
35f99e407a2d3050710e10a79087f644,2019-04-09 21:48:53,False
0d467468c1f5396431052ec65da6e0fc,2019-04-10 13:14:41,False
2534a583147cbd297bd6032632295ed7,2019-04-10 13:48:53,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-10 14:56:27,False
5480bb01f72bc35c2b3784a3903c6765,2019-04-11 12:59:23,False
fdf92b505f689d87b22cede57b547c60,2019-04-11 17:19:11,False
918765aa5eb0192bf0d6acd49fac0f73,2019-04-11 19:03:02,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-11 19:55:15,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-11 20:21:04,False
13a1bab69d1b5e8972d4573166e16da7,2019-04-11 23:37:06,False
13a1bab69d1b5e8972d4573166e16da7,2019-04-12 01:07:35,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-13 20:39:45,False
34bbe34a16e67bd6dcbe666a7b16ea9c,2019-04-14 22:51:32,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-15 11:34:34,False
6edc6429153c6ce87c6319dc929f0adc,2019-04-15 12:29:09,False
35f99e407a2d3050710e10a79087f644,2019-04-15 14:21:19,False
13a1bab69d1b5e8972d4573166e16da7,2019-04-15 15:46:00,False
0532cb1ce885e88c759d0bd81ed1ee1f,2019-04-15 16:19:05,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-15 17:40:19,False
860173ec3479cc1e45fb5a7cd307b0c7,2019-04-15 20:46:37,False
34bbe34a16e67bd6dcbe666a7b16ea9c,2019-04-16 02:26:19,False
c12e209c43492438b1cc809da2c28b99,2019-04-16 12:29:55,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-16 12:32:50,False
d30ff6388978d591a8b25be230954e9c,2019-04-16 20:05:20,True
9fb7ccac4996b8d8d84291fbd9304d4e,2019-04-17 01:36:00,False
918765aa5eb0192bf0d6acd49fac0f73,2019-04-17 14:54:37,False
2a8dcceb4ef5796fb6a4d94a73873ef4,2019-04-17 18:02:38,False
88b21ffce5dfedcdd2153174c926a023,2019-04-17 20:08:35,False
063036138dbf1b9d754ed9095eca5f82,2019-04-18 12:43:08,False
2a8dcceb4ef5796fb6a4d94a73873ef4,2019-04-18 13:31:09,False
3e00766e05feb88aa3de3876b6d6e620,2019-04-18 14:24:21,False
063036138dbf1b9d754ed9095eca5f82,2019-04-18 15:41:20,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-18 17:53:14,False
751271fe2e4cc389ec3e520b26e271f1,2019-04-18 20:45:38,False
8434a219accdeed13cc5b27c75f3d359,2019-04-19 02:41:53,False
8434a219accdeed13cc5b27c75f3d359,2019-04-19 02:54:35,False
ebcaaf2aa2c1108fbe0032da368a6ef3,2019-04-19 13:20:02,False
88b21ffce5dfedcdd2153174c926a023,2019-04-19 14:21:59,False
ebcaaf2aa2c1108fbe0032da368a6ef3,2019-04-20 14:16:51,False
ebcaaf2aa2c1108fbe0032da368a6ef3,2019-04-21 13:57:19,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-22 12:26:41,False
98b18f90767c1740e7473fd5dfac5889,2019-04-22 18:16:25,False
2534a583147cbd297bd6032632295ed7,2019-04-22 19:36:43,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-22 19:39:04,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-22 19:45:14,False
0eeed7c66261c418ab629f1d2501283b,2019-04-23 12:47:41,False
35f99e407a2d3050710e10a79087f644,2019-04-23 13:06:14,False
e2155d3a525bb7d716f450e8bf9b906a,2019-04-23 13:19:55,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-23 15:13:10,False
97fc441b703a52cc6da8ecd8deefc968,2019-04-23 16:33:25,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-23 19:32:07,False
fdf92b505f689d87b22cede57b547c60,2019-04-24 00:53:17,False
eeb0b9848fccfbb692f96c67248b8b8c,2019-04-24 18:02:41,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-24 18:52:51,False
f7a3819707dac65f05306cbb141f949e,2019-04-24 21:05:05,False
6edc6429153c6ce87c6319dc929f0adc,2019-04-25 12:57:43,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-25 15:59:34,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-25 16:35:49,False
5d98ca0c168530c7203112baad374287,2019-04-25 19:08:04,False
e2155d3a525bb7d716f450e8bf9b906a,2019-04-25 23:30:31,False
918765aa5eb0192bf0d6acd49fac0f73,2019-04-26 13:34:45,False
2ef329b83eb210c0046832ca56c060da,2019-04-26 17:19:46,False
0532cb1ce885e88c759d0bd81ed1ee1f,2019-04-26 20:37:58,False
d30ff6388978d591a8b25be230954e9c,2019-04-27 02:09:26,False
751271fe2e4cc389ec3e520b26e271f1,2019-04-27 12:14:10,False
9fb7ccac4996b8d8d84291fbd9304d4e,2019-04-27 16:29:37,False
8434a219accdeed13cc5b27c75f3d359,2019-04-27 21:55:28,False
d30ff6388978d591a8b25be230954e9c,2019-04-29 12:40:33,False
13a1bab69d1b5e8972d4573166e16da7,2019-04-29 16:17:49,False
918765aa5eb0192bf0d6acd49fac0f73,2019-04-29 19:40:46,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-29 20:27:04,False
e2155d3a525bb7d716f450e8bf9b906a,2019-04-29 21:04:14,True
2a4a70eff994442a7a2a535ead947efd,2019-04-30 16:28:02,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-30 17:30:48,False
afadcabd609c7b455a3b2c1334559804,2019-04-30 20:05:41,False
e27382bab6f53fefda46e6d77c3b9a1d,2019-04-30 21:17:52,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-02 14:57:11,False
e2155d3a525bb7d716f450e8bf9b906a,2019-05-02 16:52:46,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-02 17:21:56,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-02 17:28:05,False
f108fa4bbeac47375b02a1d77a86bded,2019-05-02 18:21:48,False
0532cb1ce885e88c759d0bd81ed1ee1f,2019-05-02 19:51:00,True
8434a219accdeed13cc5b27c75f3d359,2019-05-03 12:00:01,False
ced85db729b264ef84939cd8a9a32ffb,2019-05-03 13:45:33,False
2616391acee164c96bbda678b8c531ed,2019-05-03 17:06:02,False
918765aa5eb0192bf0d6acd49fac0f73,2019-05-03 17:18:14,False
97fc441b703a52cc6da8ecd8deefc968,2019-05-03 18:36:34,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-03 19:29:59,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-04 21:43:06,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-05 01:51:43,False
0532cb1ce885e88c759d0bd81ed1ee1f,2019-05-06 11:29:18,False
f9d9287190d84ae6828d675dd7274506,2019-05-06 16:58:04,True
0eeed7c66261c418ab629f1d2501283b,2019-05-06 17:31:12,False
88b21ffce5dfedcdd2153174c926a023,2019-05-06 18:19:49,False
5a60b3f8a87c70eb1e0ef6c4f8648018,2019-05-06 19:58:28,False
0532cb1ce885e88c759d0bd81ed1ee1f,2019-05-07 13:53:20,False
ec6d6437789042a8bcebebd0cefcda5b,2019-05-07 14:19:57,False
ca77cae2abed6abb30dcc578a93f5d07,2019-05-07 14:43:33,True
ec6d6437789042a8bcebebd0cefcda5b,2019-05-07 17:06:49,False
2a8dcceb4ef5796fb6a4d94a73873ef4,2019-05-07 19:18:16,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-05-07 21:17:47,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-05-07 22:33:53,False
ca77cae2abed6abb30dcc578a93f5d07,2019-05-08 10:59:12,False
2a4a70eff994442a7a2a535ead947efd,2019-05-08 11:54:24,False
69e9119bc7fd0af285f13b962b001c3b,2019-05-08 14:28:14,False
e2155d3a525bb7d716f450e8bf9b906a,2019-05-08 15:27:41,False
5480bb01f72bc35c2b3784a3903c6765,2019-05-08 16:53:56,False
0eeed7c66261c418ab629f1d2501283b,2019-05-08 18:02:58,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-05-08 22:48:07,False
5ccd57dda029777e842e7d9bb44ec09c,2019-05-09 12:17:44,False
063036138dbf1b9d754ed9095eca5f82,2019-05-09 14:10:42,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-09 14:29:47,False
5480bb01f72bc35c2b3784a3903c6765,2019-05-09 20:49:01,False
ebcaaf2aa2c1108fbe0032da368a6ef3,2019-05-10 00:34:10,False
34bbe34a16e67bd6dcbe666a7b16ea9c,2019-05-10 03:56:53,False
0eeed7c66261c418ab629f1d2501283b,2019-04-09 11:31:16,False
88b21ffce5dfedcdd2153174c926a023,2019-04-09 14:45:26,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-09 17:47:33,False
35f99e407a2d3050710e10a79087f644,2019-04-09 20:31:01,False
9fb7ccac4996b8d8d84291fbd9304d4e,2019-04-09 21:27:02,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-09 21:59:50,False
88b21ffce5dfedcdd2153174c926a023,2019-04-10 11:55:30,False
8434a219accdeed13cc5b27c75f3d359,2019-04-10 12:44:04,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-10 13:09:51,False
ebcaaf2aa2c1108fbe0032da368a6ef3,2019-04-10 15:54:13,False
f108fa4bbeac47375b02a1d77a86bded,2019-05-10 15:48:28,False
b13ae41b79573d821bb779c108abc2e6,2019-05-10 17:23:03,False
93d2692f8a2ffdc951957d564c585b89,2019-05-10 18:00:27,False
0532cb1ce885e88c759d0bd81ed1ee1f,2019-05-10 19:16:53,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-11 13:57:04,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-05-12 03:59:37,False
3e00766e05feb88aa3de3876b6d6e620,2019-05-13 13:19:37,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-13 13:50:19,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-11 02:14:13,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-11 11:19:44,False
6edc6429153c6ce87c6319dc929f0adc,2019-04-11 12:03:25,False
6edc6429153c6ce87c6319dc929f0adc,2019-04-11 13:06:43,False
918765aa5eb0192bf0d6acd49fac0f73,2019-04-11 17:33:46,False
f9d9287190d84ae6828d675dd7274506,2019-04-11 17:54:54,True
88b21ffce5dfedcdd2153174c926a023,2019-04-11 19:50:20,False
2a8dcceb4ef5796fb6a4d94a73873ef4,2019-04-11 20:30:28,False
fdf92b505f689d87b22cede57b547c60,2019-04-12 00:37:04,False
2a8dcceb4ef5796fb6a4d94a73873ef4,2019-04-12 12:40:23,False
88b21ffce5dfedcdd2153174c926a023,2019-04-12 14:27:28,False
f108fa4bbeac47375b02a1d77a86bded,2019-04-12 16:38:27,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-13 19:09:08,False
8434a219accdeed13cc5b27c75f3d359,2019-05-14 00:49:57,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-14 12:31:21,False
6edc6429153c6ce87c6319dc929f0adc,2019-05-14 14:47:10,False
6edc6429153c6ce87c6319dc929f0adc,2019-05-14 15:13:32,False
35f99e407a2d3050710e10a79087f644,2019-05-14 16:11:51,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-12 20:47:19,False
4794a0c960d490f336846b4475341db8,2019-04-12 22:14:44,False
ced85db729b264ef84939cd8a9a32ffb,2019-04-13 15:27:31,False
ca77cae2abed6abb30dcc578a93f5d07,2019-04-15 12:10:47,False
f108fa4bbeac47375b02a1d77a86bded,2019-04-15 12:37:09,False
6edc6429153c6ce87c6319dc929f0adc,2019-04-15 13:12:10,False
35f99e407a2d3050710e10a79087f644,2019-04-15 13:52:38,False
eeb0b9848fccfbb692f96c67248b8b8c,2019-04-15 14:14:35,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-15 15:37:01,False
88b21ffce5dfedcdd2153174c926a023,2019-04-15 16:31:54,False
88b21ffce5dfedcdd2153174c926a023,2019-04-15 17:32:44,True
ec6d6437789042a8bcebebd0cefcda5b,2019-05-14 18:07:42,False
ca77cae2abed6abb30dcc578a93f5d07,2019-05-15 12:01:59,False
35f99e407a2d3050710e10a79087f644,2019-05-15 13:31:06,False
2616391acee164c96bbda678b8c531ed,2019-05-15 14:22:26,False
eeb0b9848fccfbb692f96c67248b8b8c,2019-05-15 17:43:04,False
eeb0b9848fccfbb692f96c67248b8b8c,2019-05-15 17:50:20,False
ca77cae2abed6abb30dcc578a93f5d07,2019-05-15 18:26:42,False
5480bb01f72bc35c2b3784a3903c6765,2019-05-15 21:08:05,False
88b21ffce5dfedcdd2153174c926a023,2019-05-16 02:00:13,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-16 12:03:16,False
063036138dbf1b9d754ed9095eca5f82,2019-04-16 14:19:37,False
35f99e407a2d3050710e10a79087f644,2019-04-16 14:36:55,False
2a4a70eff994442a7a2a535ead947efd,2019-04-16 16:38:40,False
ebcaaf2aa2c1108fbe0032da368a6ef3,2019-04-16 23:09:24,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-05-16 17:03:38,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-05-16 18:57:15,False
f74bfdb21be03bb4d52a36a7275fb5b5,2019-05-03 17:58:43,False
98b18f90767c1740e7473fd5dfac5889,2019-05-03 19:45:10,False
8434a219accdeed13cc5b27c75f3d359,2019-05-03 20:51:07,False
fdf92b505f689d87b22cede57b547c60,2019-05-04 20:33:44,True
11d62d3b1245d2cec06154e2a5d9a28c,2019-05-05 16:50:16,False
f7a3819707dac65f05306cbb141f949e,2019-05-06 11:08:17,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-06 12:14:12,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-06 16:16:00,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-06 17:38:26,False
97fc441b703a52cc6da8ecd8deefc968,2019-05-06 18:34:08,False
98b18f90767c1740e7473fd5dfac5889,2019-05-06 19:36:45,False
ca77cae2abed6abb30dcc578a93f5d07,2019-05-07 13:43:33,False
d30ff6388978d591a8b25be230954e9c,2019-05-07 14:37:44,False
f9d9287190d84ae6828d675dd7274506,2019-05-07 16:06:50,False
ec6d6437789042a8bcebebd0cefcda5b,2019-05-07 16:41:45,False
0532cb1ce885e88c759d0bd81ed1ee1f,2019-05-07 20:27:20,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-05-07 21:46:00,False
2534a583147cbd297bd6032632295ed7,2019-05-08 10:18:37,False
98b18f90767c1740e7473fd5dfac5889,2019-05-08 13:20:28,False
35f99e407a2d3050710e10a79087f644,2019-05-08 14:05:35,True
ebcaaf2aa2c1108fbe0032da368a6ef3,2019-05-08 15:30:04,False
f108fa4bbeac47375b02a1d77a86bded,2019-05-08 17:24:08,False
5480bb01f72bc35c2b3784a3903c6765,2019-05-08 17:53:30,False
2616391acee164c96bbda678b8c531ed,2019-05-08 19:25:12,False
d30ff6388978d591a8b25be230954e9c,2019-05-08 20:16:29,False
e2155d3a525bb7d716f450e8bf9b906a,2019-05-08 22:07:01,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-09 00:02:38,False
8434a219accdeed13cc5b27c75f3d359,2019-05-09 12:58:18,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-09 13:46:22,False
13a1bab69d1b5e8972d4573166e16da7,2019-04-09 00:28:50,False
3a3e22b7162693e31a93656b2b053141,2019-04-09 09:40:39,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-09 12:26:09,False
2534a583147cbd297bd6032632295ed7,2019-04-09 14:32:57,False
eeb0b9848fccfbb692f96c67248b8b8c,2019-04-09 14:47:30,False
751271fe2e4cc389ec3e520b26e271f1,2019-04-09 18:24:33,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-09 18:33:58,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-10 01:44:36,False
751271fe2e4cc389ec3e520b26e271f1,2019-04-10 12:28:38,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-10 12:57:41,False
f108fa4bbeac47375b02a1d77a86bded,2019-04-10 14:09:04,False
860173ec3479cc1e45fb5a7cd307b0c7,2019-05-09 23:33:34,False
34bbe34a16e67bd6dcbe666a7b16ea9c,2019-05-10 04:04:49,False
2ef329b83eb210c0046832ca56c060da,2019-05-10 18:08:59,False
5ccd57dda029777e842e7d9bb44ec09c,2019-05-10 18:47:06,False
e27382bab6f53fefda46e6d77c3b9a1d,2019-05-10 20:15:28,False
3ff19c00fb0de207aea1242d4b3d4cec,2019-05-10 21:31:23,True
f108fa4bbeac47375b02a1d77a86bded,2019-05-11 14:32:43,False
8434a219accdeed13cc5b27c75f3d359,2019-05-11 18:00:59,False
e2155d3a525bb7d716f450e8bf9b906a,2019-05-11 19:30:23,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-05-12 03:43:45,False
b280234afd076f9ac506fe5c5856dddd,2019-05-12 04:24:55,False
88b21ffce5dfedcdd2153174c926a023,2019-05-12 13:32:14,False
e27382bab6f53fefda46e6d77c3b9a1d,2019-05-12 22:07:28,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-13 13:46:16,False
69e9119bc7fd0af285f13b962b001c3b,2019-05-13 14:31:47,False
d31b6b617b158d08cf8ebac8806f2425,2019-05-13 14:53:00,False
0532cb1ce885e88c759d0bd81ed1ee1f,2019-05-13 16:24:22,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-05-13 21:26:29,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-10 21:28:11,False
0eeed7c66261c418ab629f1d2501283b,2019-04-11 12:01:40,False
98b18f90767c1740e7473fd5dfac5889,2019-04-11 14:25:02,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-11 19:21:28,True
f9d9287190d84ae6828d675dd7274506,2019-05-14 14:28:54,True
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-14 16:08:07,False
35f99e407a2d3050710e10a79087f644,2019-05-14 16:17:25,False
8434a219accdeed13cc5b27c75f3d359,2019-05-14 19:42:02,False
88b21ffce5dfedcdd2153174c926a023,2019-05-15 02:39:39,False
0eeed7c66261c418ab629f1d2501283b,2019-04-11 20:30:47,False
3e00766e05feb88aa3de3876b6d6e620,2019-04-12 00:58:35,False
97fc441b703a52cc6da8ecd8deefc968,2019-04-12 12:36:26,False
97fc441b703a52cc6da8ecd8deefc968,2019-04-12 15:08:32,False
2a8dcceb4ef5796fb6a4d94a73873ef4,2019-04-12 20:40:09,False
0532cb1ce885e88c759d0bd81ed1ee1f,2019-04-12 20:51:06,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-12 20:53:58,False
13a1bab69d1b5e8972d4573166e16da7,2019-04-12 21:30:55,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-13 14:59:55,False
d30ff6388978d591a8b25be230954e9c,2019-04-13 16:59:31,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-13 20:49:47,False
d0ac4fc24f8515dc21b984d716cc804a,2019-04-15 12:54:41,False
4794a0c960d490f336846b4475341db8,2019-04-15 16:08:26,False
d31b6b617b158d08cf8ebac8806f2425,2019-05-15 12:12:17,True
2a4a70eff994442a7a2a535ead947efd,2019-05-15 13:19:38,False
35f99e407a2d3050710e10a79087f644,2019-05-15 13:35:21,False
d8cdd16920529c13d7a5753bdda6df0f,2019-05-15 17:46:01,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-05-15 20:05:19,False
2534a583147cbd297bd6032632295ed7,2019-05-15 20:19:32,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-05-16 00:10:34,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-16 01:55:25,True
907c3055abe7ab6543f85a60ab1d6f5d,2019-05-16 02:31:48,False
35f99e407a2d3050710e10a79087f644,2019-04-15 17:05:53,False
2ef329b83eb210c0046832ca56c060da,2019-04-15 19:12:57,False
93d2692f8a2ffdc951957d564c585b89,2019-04-15 21:54:23,False
6edc6429153c6ce87c6319dc929f0adc,2019-05-17 11:56:57,False
6edc6429153c6ce87c6319dc929f0adc,2019-05-17 12:04:46,False
0532cb1ce885e88c759d0bd81ed1ee1f,2019-05-17 13:36:46,False
eeb0b9848fccfbb692f96c67248b8b8c,2019-05-17 14:51:25,False
88b21ffce5dfedcdd2153174c926a023,2019-05-17 19:14:47,False
