condo_id,creation_date,creator,deleted
eeb0b9848fccfbb692f96c67248b8b8c,2019-04-10 23:52:41,ef8cfa7b9e1921e0ee672146f00a3c11,False
063036138dbf1b9d754ed9095eca5f82,2019-04-11 01:00:12,b6dc5ef41daa4bab3c3971c00bdc27a6,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-11 01:23:25,37dbe41e06ff6a4df6581398aea06e1b,False
afadcabd609c7b455a3b2c1334559804,2019-04-11 01:57:19,ef9010b16579d628d56fa9df4a7d5d04,False
751271fe2e4cc389ec3e520b26e271f1,2019-04-11 02:34:57,40c559a76cb069c282c1a50881506cdf,False
b13ae41b79573d821bb779c108abc2e6,2019-04-11 11:50:42,a154bbb895bf4b4d627d60b09b2d53b0,False
3a3e22b7162693e31a93656b2b053141,2019-04-11 18:24:16,bcb9d565c2567be198c9788c6220b27f,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-11 21:23:18,40eb50cda40c99828c77f81ea182637b,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-11 22:45:06,1b61bd7ea94ed759a61191b03b5be8f5,False
b13ae41b79573d821bb779c108abc2e6,2019-04-12 00:15:09,e21c41f7e5f7812bc75091eddc15cb43,False
88b21ffce5dfedcdd2153174c926a023,2019-04-12 01:23:10,0eb90396c563310666ee3452469f2991,False
97fc441b703a52cc6da8ecd8deefc968,2019-04-12 01:44:56,0f651f9ae04900f120d8a1ccdaea9ae3,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-12 01:59:45,2fd5834ef59a69b4adfdadf1a25f42a0,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-12 02:24:44,3f16fb8df6e6ee919cb4facfb631075a,False
751271fe2e4cc389ec3e520b26e271f1,2019-04-12 04:27:30,40c559a76cb069c282c1a50881506cdf,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-12 14:58:42,c050c3753f6f6856f534c7c70cdbe084,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-12 22:24:12,2223c775e746c332673ad5ec83540233,False
5a60b3f8a87c70eb1e0ef6c4f8648018,2019-04-12 22:39:11,14cb3b35f10e209c642861df6b81123d,False
e2155d3a525bb7d716f450e8bf9b906a,2019-04-12 23:29:35,9413a699a888dfb59a0cd51dd6fb2952,False
8434a219accdeed13cc5b27c75f3d359,2019-04-13 01:19:40,d879eca06f2b51009a41dc59b00c1018,False
eeb0b9848fccfbb692f96c67248b8b8c,2019-04-13 04:12:22,d4e9e1dd1bdbb2d255bfed13c24353f7,False
6edc6429153c6ce87c6319dc929f0adc,2019-04-13 12:25:05,8fdf9021371fae7c29250105c1077627,False
5d98ca0c168530c7203112baad374287,2019-04-13 14:13:54,e1fcddba4de61a797207bfb33fc6fb77,False
93d2692f8a2ffdc951957d564c585b89,2019-04-13 14:57:10,b5822609b8df3b47dd853f7a06c99e39,False
88b21ffce5dfedcdd2153174c926a023,2019-04-13 17:40:12,6d64b60d8a3c2701dfe0473a6947019c,False
29b1ab59ad3c600fe1c1e1b2c1e280b2,2019-04-13 19:04:09,645637b96b74930c36152570f320b807,False
5480bb01f72bc35c2b3784a3903c6765,2019-04-13 20:29:47,88b2c3a57317f332f0ec00bcfeb610c5,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-13 21:00:52,e98bcdae6e68cd76f090d4f8f287bcc5,False
69e9119bc7fd0af285f13b962b001c3b,2019-04-14 00:07:36,bbd1f43ee697df6930fd230c2019fc6a,False
b13ae41b79573d821bb779c108abc2e6,2019-04-14 01:00:07,b0c4985dcabef37419149d737d924fde,False
2a4a70eff994442a7a2a535ead947efd,2019-04-14 02:51:08,de88c673701e99dd4daeb6805f939ef2,False
751271fe2e4cc389ec3e520b26e271f1,2019-04-14 07:55:17,40c559a76cb069c282c1a50881506cdf,False
751271fe2e4cc389ec3e520b26e271f1,2019-04-14 08:11:55,40c559a76cb069c282c1a50881506cdf,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-14 12:21:18,1b61bd7ea94ed759a61191b03b5be8f5,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-14 12:55:44,bc0dfd40e61a5e9ee9a945a58e2c4168,False
d30ff6388978d591a8b25be230954e9c,2019-04-14 14:04:33,3911de329ae9fbdec13e662054f2e1be,False
e27382bab6f53fefda46e6d77c3b9a1d,2019-04-14 15:45:12,79aabe93ed5a196c12e7558fbbd36617,False
69e9119bc7fd0af285f13b962b001c3b,2019-04-14 22:25:15,bbd1f43ee697df6930fd230c2019fc6a,False
063036138dbf1b9d754ed9095eca5f82,2019-04-14 23:00:59,ba39fba7ee4a12e9fbbdde6b27eb518f,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-14 23:26:33,c862f343df3d918720295ffa44b165de,False
751271fe2e4cc389ec3e520b26e271f1,2019-04-15 00:14:07,40c559a76cb069c282c1a50881506cdf,False
f9d9287190d84ae6828d675dd7274506,2019-04-15 01:33:34,f424c8df3087fa0f44101b7630b40638,False
8434a219accdeed13cc5b27c75f3d359,2019-04-09 02:51:18,12f1f5bd0419d8dd273b9669f96dfb76,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-09 00:14:42,59bfe9374f1f00624661e7a530c7653c,False
8434a219accdeed13cc5b27c75f3d359,2019-04-09 11:09:58,08f8ad8eb9f5478bcece64dace05db17,False
2616391acee164c96bbda678b8c531ed,2019-04-09 11:19:50,55b11ea518e2b034a26c886a3ed9f834,False
5480bb01f72bc35c2b3784a3903c6765,2019-04-09 11:38:41,829ebb82f8549dedc821add3c13a0133,False
5480bb01f72bc35c2b3784a3903c6765,2019-04-09 14:36:53,31f870b6ce2588c8b9cea793a969667f,False
5c4c15d753d4ef79355e0af667972642,2019-04-09 20:21:11,b3ace8b5c41a979522c3d2d0f39ccd1b,False
8434a219accdeed13cc5b27c75f3d359,2019-04-09 22:19:22,2dc8997d74ea0b5735f1e8c7556b781b,False
88b21ffce5dfedcdd2153174c926a023,2019-04-09 22:43:15,de0e3005a7b74c58abe88a322b1fa3c4,False
88b21ffce5dfedcdd2153174c926a023,2019-04-09 23:57:43,4100d858becfba5cf23de2c37836a9f0,False
3a3e22b7162693e31a93656b2b053141,2019-04-10 00:53:08,d425001597bd7616d998da1cd5d2f880,False
13a1bab69d1b5e8972d4573166e16da7,2019-04-10 02:07:27,2facb606f9a6d71e096d7548210ca150,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-10 07:54:04,2275e6f700f547f891ca3407ac85a3a8,False
e2155d3a525bb7d716f450e8bf9b906a,2019-04-10 10:49:00,817caefff0aca56958ed3b955d295429,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-10 11:14:37,5f1a99dc4486df4b977444eebe421e17,False
e2155d3a525bb7d716f450e8bf9b906a,2019-04-10 12:45:43,84e21922f6e1cdcce362b4b0dfcc1e52,False
5480bb01f72bc35c2b3784a3903c6765,2019-04-10 13:49:01,c365f5fe9c01c1d370c69104b2d0de8a,False
8434a219accdeed13cc5b27c75f3d359,2019-04-10 15:02:07,5166531e9c878058623ccc8e920dd0db,False
afadcabd609c7b455a3b2c1334559804,2019-04-10 16:55:41,1a894b1985f25caf9d47b856b1d5b2b4,False
f7a3819707dac65f05306cbb141f949e,2019-04-10 18:58:10,1fde08298c1528aba9c1dbc36b189665,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-10 19:17:59,91273a39cac7d6292fd2480540a17728,False
751271fe2e4cc389ec3e520b26e271f1,2019-04-10 21:16:29,40c559a76cb069c282c1a50881506cdf,False
918765aa5eb0192bf0d6acd49fac0f73,2019-04-10 21:32:42,9876f5ed75db0d981fd2c78053ab4fe6,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-10 22:39:54,985a22dda516448eec69e56cdddcaf12,False
88b21ffce5dfedcdd2153174c926a023,2019-04-10 23:22:50,cc4cab0b11a363e6114398ed7da592a4,False
5a60b3f8a87c70eb1e0ef6c4f8648018,2019-04-11 00:27:43,d57e21c4ddbf237b1f483565c75e3627,False
f7a3819707dac65f05306cbb141f949e,2019-04-11 01:51:07,44c1d009f43286c351e93f77106c993d,False
13a1bab69d1b5e8972d4573166e16da7,2019-04-11 10:50:18,2ac6a6b0f5177c24749b3b8072a43c4a,False
5a60b3f8a87c70eb1e0ef6c4f8648018,2019-04-11 14:51:20,4ce82184f4a8232d312e75fe4fd405c9,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-11 18:22:50,fdd220e25578272ab2954e46812d3189,False
918765aa5eb0192bf0d6acd49fac0f73,2019-04-11 20:52:20,9876f5ed75db0d981fd2c78053ab4fe6,False
b13ae41b79573d821bb779c108abc2e6,2019-04-11 21:15:30,343ef3b3ade498277b2849673c64d4fc,False
97fc441b703a52cc6da8ecd8deefc968,2019-04-11 22:33:28,5e0982128a953ccc094ab67c9d4e2c6a,False
9fb7ccac4996b8d8d84291fbd9304d4e,2019-04-12 01:00:41,c6de1a9ec38e9be5b51776c934103495,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-12 03:19:46,03dfdc7e33df142c17fe472333f04307,False
751271fe2e4cc389ec3e520b26e271f1,2019-04-12 04:41:59,40c559a76cb069c282c1a50881506cdf,False
918765aa5eb0192bf0d6acd49fac0f73,2019-04-12 08:50:36,9876f5ed75db0d981fd2c78053ab4fe6,False
ca77cae2abed6abb30dcc578a93f5d07,2019-04-12 11:58:44,45dc2199b1a9127484d911800aad8f10,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-12 21:38:09,bc0dfd40e61a5e9ee9a945a58e2c4168,False
5a60b3f8a87c70eb1e0ef6c4f8648018,2019-04-12 22:36:35,14cb3b35f10e209c642861df6b81123d,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-12 23:28:44,cd8103a85bc9b42eb66fa702c95c807a,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-13 02:24:54,605082ca6dbe7128b728474953879249,False
eeb0b9848fccfbb692f96c67248b8b8c,2019-04-13 04:05:58,ef8cfa7b9e1921e0ee672146f00a3c11,False
751271fe2e4cc389ec3e520b26e271f1,2019-04-13 09:52:57,40c559a76cb069c282c1a50881506cdf,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-13 12:17:39,c862f343df3d918720295ffa44b165de,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-13 13:20:56,d035905d60956d1f8da086d989e71137,False
5a60b3f8a87c70eb1e0ef6c4f8648018,2019-04-13 14:19:35,3526d4fa176dd9fd3141952d687bc5d1,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-13 15:53:47,023220f9e62fcff3b4d0b23f9035c944,False
8434a219accdeed13cc5b27c75f3d359,2019-04-13 21:28:36,7105fdd1ceea4af722f14b9da92b0abe,False
eeb0b9848fccfbb692f96c67248b8b8c,2019-04-14 01:11:18,f3b15b0366450abf12c074a34f8286eb,False
860173ec3479cc1e45fb5a7cd307b0c7,2019-04-14 02:51:26,ac855c308bdb0bec179e2f57f4ffea59,False
3ff19c00fb0de207aea1242d4b3d4cec,2019-04-14 04:10:20,65882bf63532266a9cef7ba0bb19f55c,False
751271fe2e4cc389ec3e520b26e271f1,2019-04-14 08:05:20,40c559a76cb069c282c1a50881506cdf,False
5a60b3f8a87c70eb1e0ef6c4f8648018,2019-04-14 12:43:31,14cb3b35f10e209c642861df6b81123d,False
71db9270b095c66bbcb144dc3f270ab3,2019-04-14 14:11:16,a62dd25e592a54bb949a5ed1d083bb84,False
afadcabd609c7b455a3b2c1334559804,2019-04-14 21:16:57,db1cd7b3954011c0fdb27324434bde2e,False
34bbe34a16e67bd6dcbe666a7b16ea9c,2019-04-14 22:46:47,984d69da077d3885d1e580f3ee67b730,False
f7a3819707dac65f05306cbb141f949e,2019-04-14 23:05:53,44c1d009f43286c351e93f77106c993d,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-14 23:29:15,c862f343df3d918720295ffa44b165de,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-15 00:03:44,8d3a07141774f7baa7af0a458dd14724,False
f7a3819707dac65f05306cbb141f949e,2019-04-15 00:07:41,e7d5cac41f73e78d4c08c0d76ea61dd7,False
f7a3819707dac65f05306cbb141f949e,2019-04-15 01:18:18,437d2871b469ab01f6e30e8411b8eab1,False
f7a3819707dac65f05306cbb141f949e,2019-04-15 02:05:11,f26d9fe78b058edcff677aa0ffe36e7d,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-09 01:36:07,a0b8894af83d771d9b01d87bd2ce437d,False
5480bb01f72bc35c2b3784a3903c6765,2019-04-09 02:46:34,31f870b6ce2588c8b9cea793a969667f,False
f74bfdb21be03bb4d52a36a7275fb5b5,2019-04-09 11:32:18,41f24b0b8b5fe0a63480bb15de6de0a5,False
eeb0b9848fccfbb692f96c67248b8b8c,2019-04-15 15:30:13,d6f4ed64539effd6c69374e638429e39,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-15 17:03:28,91273a39cac7d6292fd2480540a17728,False
35f99e407a2d3050710e10a79087f644,2019-04-15 17:37:37,70fe3bb513716d935c912b65cd85e64b,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-15 18:24:28,6b8ea6f6279f85a1c61aec448461d9a3,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-15 19:08:30,e44062d9a43d270ca44280240778fb81,False
f7a3819707dac65f05306cbb141f949e,2019-04-15 19:34:59,f4b3a12be5934b28a892b763d1121d52,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-15 20:35:57,7a3ebc87fb415f328875d1965c21b49e,False
f7a3819707dac65f05306cbb141f949e,2019-04-15 21:22:57,56cb0b71b4283f33ee2ceba7c3427e90,False
8434a219accdeed13cc5b27c75f3d359,2019-04-15 21:46:54,7cb0fc7f8985a4045c0f89f0a8a247d3,False
13a1bab69d1b5e8972d4573166e16da7,2019-04-15 22:55:06,0b8d968f2e22f89ef35c16f01cdc805b,False
88b21ffce5dfedcdd2153174c926a023,2019-04-15 23:22:50,7ba16ad4bbb06157ed087902adae4c17,False
eeb0b9848fccfbb692f96c67248b8b8c,2019-04-16 01:33:21,ef8cfa7b9e1921e0ee672146f00a3c11,False
f108fa4bbeac47375b02a1d77a86bded,2019-04-16 02:25:27,1ab852fe12772fee2a385f4081198a46,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-16 09:48:09,358507e1db383ce291f64cc89161c569,False
8434a219accdeed13cc5b27c75f3d359,2019-04-16 15:50:49,502e0c2e5b9f87f1ae57c5980400c564,False
2a8dcceb4ef5796fb6a4d94a73873ef4,2019-04-16 17:33:18,af2e04a8cde31c385888f5f37740b8f2,False
0eeed7c66261c418ab629f1d2501283b,2019-04-16 19:43:51,71bffde2e083544893481566eb873c0d,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-16 20:25:06,b9d70da086d87dd6e7fc2e090181fe2d,False
918765aa5eb0192bf0d6acd49fac0f73,2019-04-16 21:13:45,9876f5ed75db0d981fd2c78053ab4fe6,False
751271fe2e4cc389ec3e520b26e271f1,2019-04-09 12:18:16,40c559a76cb069c282c1a50881506cdf,False
8434a219accdeed13cc5b27c75f3d359,2019-04-09 13:39:22,2c5e3f4d3f1e735c64145853d9190a8e,False
f7a3819707dac65f05306cbb141f949e,2019-04-09 15:19:57,89846e49441006ae58a24711f76c68f4,False
5480bb01f72bc35c2b3784a3903c6765,2019-04-09 15:45:48,bbd0351e10306f5e81fafdd1eca29732,False
918765aa5eb0192bf0d6acd49fac0f73,2019-04-09 16:05:27,9876f5ed75db0d981fd2c78053ab4fe6,False
b13ae41b79573d821bb779c108abc2e6,2019-04-09 16:58:09,c1c16ba118f9dc646704214e3a774d90,False
88b21ffce5dfedcdd2153174c926a023,2019-04-09 18:03:31,6d64b60d8a3c2701dfe0473a6947019c,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-09 19:31:12,252c8c32bbbda45d69cfab222387a9ad,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-09 20:11:54,e44062d9a43d270ca44280240778fb81,False
eeb0b9848fccfbb692f96c67248b8b8c,2019-04-09 20:38:17,ef8cfa7b9e1921e0ee672146f00a3c11,False
f7a3819707dac65f05306cbb141f949e,2019-04-09 21:43:27,fac25541768195672b3c00ddaab106c6,False
e27382bab6f53fefda46e6d77c3b9a1d,2019-04-09 22:34:34,79aabe93ed5a196c12e7558fbbd36617,False
71db9270b095c66bbcb144dc3f270ab3,2019-04-09 23:21:26,8433028d81fd26eb5c8f0a5ec05d4970,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-10 00:09:32,b776f083e78644717d30eb8f6535a85c,False
afadcabd609c7b455a3b2c1334559804,2019-04-10 00:38:31,0c700b9ae891af6aefaf03b277c7e85f,False
3a3e22b7162693e31a93656b2b053141,2019-04-10 00:46:32,d425001597bd7616d998da1cd5d2f880,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-10 06:02:58,4f107b4e3a92cbd05d6bba72073eb0dc,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-10 06:10:42,4f107b4e3a92cbd05d6bba72073eb0dc,False
3ff19c00fb0de207aea1242d4b3d4cec,2019-04-10 09:02:11,65882bf63532266a9cef7ba0bb19f55c,False
918765aa5eb0192bf0d6acd49fac0f73,2019-04-10 09:59:49,9876f5ed75db0d981fd2c78053ab4fe6,False
35f99e407a2d3050710e10a79087f644,2019-04-10 10:59:16,fee6ada6a4f1e41b2684dc34a92bbfa9,False
f7a3819707dac65f05306cbb141f949e,2019-04-10 14:09:01,f95629669cd58d5978952eac8d538e01,False
afadcabd609c7b455a3b2c1334559804,2019-04-10 16:30:43,8e41fad07caa9d7742b069410b42ad28,False
d30ff6388978d591a8b25be230954e9c,2019-04-10 16:54:39,babf87cb9b03cba1bec9af56ba8af800,False
063036138dbf1b9d754ed9095eca5f82,2019-04-17 10:18:24,1159774f2ccfe6320ac632306012a421,False
f7a3819707dac65f05306cbb141f949e,2019-04-17 11:04:51,93b643fc241682d5d7dbbe80a31cbea7,False
063036138dbf1b9d754ed9095eca5f82,2019-04-17 11:51:38,b6dc5ef41daa4bab3c3971c00bdc27a6,False
d8cdd16920529c13d7a5753bdda6df0f,2019-04-17 13:50:57,43b5f1fd7740b2e15a3a38892e4acab9,False
063036138dbf1b9d754ed9095eca5f82,2019-04-17 14:21:49,b6dc5ef41daa4bab3c3971c00bdc27a6,False
5480bb01f72bc35c2b3784a3903c6765,2019-04-17 19:30:15,31f870b6ce2588c8b9cea793a969667f,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-17 20:45:33,0543ec910e0419d2e9d470ffb03493cc,False
5480bb01f72bc35c2b3784a3903c6765,2019-04-17 20:47:05,31f870b6ce2588c8b9cea793a969667f,False
8434a219accdeed13cc5b27c75f3d359,2019-04-17 21:09:33,12f1f5bd0419d8dd273b9669f96dfb76,False
88b21ffce5dfedcdd2153174c926a023,2019-04-17 21:15:31,6802c84f7cb77be4efe6ae0a490f9c13,False
afadcabd609c7b455a3b2c1334559804,2019-04-17 23:43:24,1a894b1985f25caf9d47b856b1d5b2b4,False
e2155d3a525bb7d716f450e8bf9b906a,2019-04-18 03:48:20,0a7ad53af5114478a0fa8af3944c26a8,False
751271fe2e4cc389ec3e520b26e271f1,2019-04-18 07:44:06,40c559a76cb069c282c1a50881506cdf,False
751271fe2e4cc389ec3e520b26e271f1,2019-04-18 09:19:23,40c559a76cb069c282c1a50881506cdf,False
8434a219accdeed13cc5b27c75f3d359,2019-04-18 11:10:39,e99e4ff1daa422fdff375260b23e4d0c,False
063036138dbf1b9d754ed9095eca5f82,2019-04-18 13:30:36,b6dc5ef41daa4bab3c3971c00bdc27a6,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-18 14:55:25,54114a9b7f81309ea88906f44cad2a6e,False
eeb0b9848fccfbb692f96c67248b8b8c,2019-04-18 16:00:40,a8312b56eae218a0b6a406e0071e6bd0,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-18 16:55:36,bc0dfd40e61a5e9ee9a945a58e2c4168,False
3ff19c00fb0de207aea1242d4b3d4cec,2019-04-18 17:22:23,86ebbe682f063d8610452c1426cae24f,False
d0ac4fc24f8515dc21b984d716cc804a,2019-04-18 18:17:46,d2a6e5a03f5c4a2c86424e22e80a99ec,False
f7a3819707dac65f05306cbb141f949e,2019-04-18 19:34:07,6a84f51dd24301d6d57d60351a87bac7,False
f108fa4bbeac47375b02a1d77a86bded,2019-04-15 01:54:17,f895c9cc2759c430ae02b5cc880b3cab,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-15 11:47:43,252c8c32bbbda45d69cfab222387a9ad,False
e27382bab6f53fefda46e6d77c3b9a1d,2019-04-15 12:26:33,7f9b429dcb6cf5b36ef3f937e79c4e7a,False
5480bb01f72bc35c2b3784a3903c6765,2019-04-15 15:29:18,87fc0f47ef46ccef498781e267a08d20,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-15 17:30:10,91273a39cac7d6292fd2480540a17728,False
88b21ffce5dfedcdd2153174c926a023,2019-04-15 17:57:24,4701332a7abccd20708a50edab331f2d,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-15 18:28:51,6b8ea6f6279f85a1c61aec448461d9a3,False
8a39ac7b46399aac1d2df9900043ebb1,2019-04-15 18:55:40,4c527764975f5df6dcf0d6d547fab3b8,False
918765aa5eb0192bf0d6acd49fac0f73,2019-04-15 19:15:46,9876f5ed75db0d981fd2c78053ab4fe6,False
d0ac4fc24f8515dc21b984d716cc804a,2019-04-15 19:43:57,a4a65b077d7027bf994d5085c615440d,False
97fc441b703a52cc6da8ecd8deefc968,2019-04-15 21:39:00,a2ca58f50fd75cc94d77ada12577dff9,False
8434a219accdeed13cc5b27c75f3d359,2019-04-15 22:34:02,13c9cc2fd7d4deedfd7ce2417803a4b9,False
13a1bab69d1b5e8972d4573166e16da7,2019-04-15 22:52:02,0b8d968f2e22f89ef35c16f01cdc805b,False
88b21ffce5dfedcdd2153174c926a023,2019-04-15 23:09:47,6802c84f7cb77be4efe6ae0a490f9c13,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-16 00:28:06,f9493826ec69c870a6121268720b6fa4,False
3a3e22b7162693e31a93656b2b053141,2019-04-16 01:00:52,5c142352eb38844a80771219a1dd1cd7,False
88b21ffce5dfedcdd2153174c926a023,2019-04-16 01:49:08,c56b023f7a397dc6788c6af318c97d28,False
d0ac4fc24f8515dc21b984d716cc804a,2019-04-16 03:53:57,d1852fbf5495ba2c5fef2fd1cd1bd889,False
5480bb01f72bc35c2b3784a3903c6765,2019-04-16 12:45:45,cd4dd4fc5d41cbcda7d09e7ad31542db,False
ee57e2e31b5fcb20d50a93e1d669aafe,2019-04-16 16:09:34,aea1d3fb5b15c66ab062ed496280716e,False
11d62d3b1245d2cec06154e2a5d9a28c,2019-04-16 17:27:37,2275e6f700f547f891ca3407ac85a3a8,False
8434a219accdeed13cc5b27c75f3d359,2019-04-16 18:31:07,d879eca06f2b51009a41dc59b00c1018,False
907c3055abe7ab6543f85a60ab1d6f5d,2019-04-16 19:57:51,d49e373cb1c73ff00c31afdb621f17bb,False
88b21ffce5dfedcdd2153174c926a023,2019-04-16 21:07:34,e128be29a034a25a4b9427e055c5843d,False
88b21ffce5dfedcdd2153174c926a023,2019-04-17 00:45:34,b5125dfeb27d09d4700f55fcfd394a63,False
751271fe2e4cc389ec3e520b26e271f1,2019-04-17 02:07:48,d253796e1526a1648192eea983392ff6,False
5480bb01f72bc35c2b3784a3903c6765,2019-04-17 08:38:29,e5042db8517754a3dc8efa92605a9db4,False
afadcabd609c7b455a3b2c1334559804,2019-04-17 09:46:55,444b5fdeecd8a4ee2327d23762b23fe2,False
afadcabd609c7b455a3b2c1334559804,2019-04-17 10:21:58,bfe61892b3f542cd0155cdd6cf2d41ae,False
2a4a70eff994442a7a2a535ead947efd,2019-04-17 11:42:27,b79bca200d36321da24dd7fc65e10fe3,False
e2155d3a525bb7d716f450e8bf9b906a,2019-04-17 13:27:41,0ecef9b5853570d98e0ecdd54e4ac4e7,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-17 14:08:53,a4c2d27e3d74fa9a1889ba4178500b76,False
8434a219accdeed13cc5b27c75f3d359,2019-04-17 18:55:27,52c38b3a3bdc01899a3afe6a2faaecce,False
063036138dbf1b9d754ed9095eca5f82,2019-04-09 10:32:43,1159774f2ccfe6320ac632306012a421,False
e2155d3a525bb7d716f450e8bf9b906a,2019-04-09 11:57:46,a0700bb7420a28a60bf5722f9a4eff13,False
918765aa5eb0192bf0d6acd49fac0f73,2019-04-09 12:14:01,9876f5ed75db0d981fd2c78053ab4fe6,False
8434a219accdeed13cc5b27c75f3d359,2019-04-09 13:03:21,0a6e53c2a85d422228a0b4a8dfb55c4d,False
5480bb01f72bc35c2b3784a3903c6765,2019-04-09 15:30:37,bbd0351e10306f5e81fafdd1eca29732,False
5480bb01f72bc35c2b3784a3903c6765,2019-04-09 15:47:48,bbd0351e10306f5e81fafdd1eca29732,False
ec6d6437789042a8bcebebd0cefcda5b,2019-04-09 16:26:05,c7307d70dab1b0f84a37e47df63eb50a,False
